sequence_a,sequence_b,label_a,label_b,video_id_a,video_id_b,same_numeric_video_id,border_l1,center_l1,hist_cosine,edge_l1,coarse_l1,border_l1_pct,center_l1_pct,hist_cosine_pct,edge_l1_pct,coarse_l1_pct,composite_pct,rank_a_to_b,rank_b_to_a,reciprocal_top3
notflip__0038,notflip__0055,notflip,notflip,0038,0055,0,0.10753235965967178,0.04233838990330696,0.27402961254119873,0.05700714513659477,0.18269529938697815,0.9407516580692704,0.5725865880619012,0.7408990420044215,0.7307295504789978,0.924686809137804,0.827936624907885,100,112,0
flip__0008,flip__0045,flip,flip,0008,0045,0,0.08548969775438309,0.05316058173775673,0.3409695029258728,0.06470968574285507,0.17256976664066315,0.7568165070007369,0.7395725865880619,0.8333087693441414,0.9276344878408254,0.8658806190125277,0.8279955784819455,103,105,0
flip__0005,flip__0047,flip,flip,0005,0047,0,0.0785142257809639,0.045362696051597595,0.37094736099243164,0.06393449008464813,0.1973441243171692,0.6888725128960943,0.6228445099484157,0.868828297715549,0.9174649963154016,0.9809874723655122,0.8280103168754607,110,108,0
flip__0039,flip__0064,flip,flip,0039,0064,0,0.12265228480100632,0.06063554063439369,0.3925022482872009,0.052906978875398636,0.16718021035194397,0.9957258658806191,0.823876197494473,0.890346352247605,0.5339719970523213,0.8265291083271923,0.8280840088430361,100,96,0
flip__0039,flip__0060,flip,flip,0039,0060,0,0.12354141473770142,0.04686293005943298,0.35101473331451416,0.0545903705060482,0.17127813398838043,0.9969049373618276,0.6461311717022844,0.8448047162859248,0.6173913043478261,0.8568901989683124,0.8281061164333088,101,100,0
notflip__0030,notflip__0041,notflip,notflip,0030,0041,0,0.11355095356702805,0.027132028713822365,0.42431503534317017,0.05627375468611717,0.18420478701591492,0.9728813559322034,0.26381724392041267,0.9149594694178335,0.7002210759027266,0.9317612380250553,0.8284745762711865,92,105,0
flip__0007,flip__0038,flip,flip,0007,0038,0,0.08907463401556015,0.03303269296884537,0.4001919627189636,0.06076911836862564,0.20220977067947388,0.7954310980103169,0.37686072218128225,0.8969786293294031,0.8514369933677229,0.9895357406042742,0.8285335298452469,108,108,0
flip__0042,flip__0060,flip,flip,0042,0060,0,0.09637954086065292,0.06352195888757706,0.3577156662940979,0.0640408918261528,0.15265588462352753,0.8583640383198231,0.8505526897568165,0.8533529845246868,0.9184966838614591,0.6972733971997053,0.8285851142225498,109,101,0
flip__0058,notflip__0035,flip,notflip,0058,0035,0,0.10737377405166626,0.052337612956762314,0.5297470390796661,0.05281578004360199,0.17631497979164124,0.939867354458364,0.7286661753868828,0.9724392041267502,0.5286661753868829,0.8888725128960944,0.82864406779661,107,99,0
flip__0048,notflip__0055,flip,notflip,0048,0055,0,0.11094850301742554,0.05324991047382355,0.2524062991142273,0.05532756447792053,0.18139848113059998,0.9607958732498157,0.7406042741341193,0.7056742815033161,0.6555637435519528,0.9176123802505527,0.8286661753868828,80,113,0
flip__0015,flip__0060,flip,flip,0015,0060,0,0.08467075973749161,0.05912046507000923,0.3399806022644043,0.05999772250652313,0.18369127810001373,0.7494473102431835,0.808695652173913,0.8319823139277819,0.8293294030950626,0.9294030950626382,0.8287177597641856,106,102,0
flip__0063,notflip__0038,flip,notflip,0063,0038,0,0.11661384254693985,0.03588220104575157,0.6304851174354553,0.05308938026428223,0.18242555856704712,0.9864406779661017,0.44008843036109063,0.9949889462048637,0.5431098010316876,0.9239498894620486,0.8287988209285189,93,101,0
flip__0050,notflip__0031,flip,notflip,0050,0031,0,0.10723921656608582,0.01739206351339817,0.6012296080589294,0.05616354942321777,0.211064413189888,0.9392778187177597,0.11112748710390567,0.9910095799557849,0.6934414148857775,0.9961680176860722,0.8292778187177597,110,80,0
notflip__0006,notflip__0032,notflip,notflip,0006,0032,0,0.09429752081632614,0.07048507779836655,0.31340521574020386,0.06392309069633484,0.15661893784999847,0.8412675018422991,0.9027266028002948,0.8007369196757553,0.9168754605747973,0.7329403095062638,0.829373618275608,116,88,0
flip__0007,flip__0045,flip,flip,0007,0045,0,0.08911549299955368,0.039425525814294815,0.44627320766448975,0.061802707612514496,0.17782963812351227,0.795725865880619,0.5177597641857038,0.9299926308032425,0.8753131908621961,0.8978629329403095,0.829521002210759,109,106,0
flip__0040,notflip__0053,flip,notflip,0040,0053,0,0.10604643821716309,0.05927334353327751,0.19285506010055542,0.05843973904848099,0.17708268761634827,0.9296978629329403,0.8100221075902727,0.5992630803242447,0.7817243920412675,0.8938835666912307,0.8296168017686072,112,102,0
flip__0004,notflip__0034,flip,notflip,0004,0034,0,0.08404973149299622,0.0658336952328682,0.5451123416423798,0.05668795108795166,0.18146072328090668,0.7442888725128961,0.8701547531319086,0.9780397936624908,0.7179071481208549,0.9180545320560058,0.8301031687546058,106,97,0
flip__0038,flip__0065,flip,flip,0038,0065,0,0.10489223152399063,0.04560880735516548,0.22075730562210083,0.05805974453687668,0.18858803808689117,0.922623434045689,0.6285924834193073,0.6543846720707442,0.7687546057479735,0.9543109801031687,0.8301326455416359,109,102,0
flip__0056,notflip__0015,flip,notflip,0056,0015,0,0.09126103669404984,0.057980477809906006,0.4265868663787842,0.056098952889442444,0.1819172203540802,0.8165070007369197,0.795578481945468,0.9171702284450994,0.6894620486366986,0.9208548268238762,0.8301915991156964,102,115,0
flip__0001,flip__0047,flip,flip,0001,0047,0,0.0918419361114502,0.026334455236792564,0.4519513249397278,0.060955315828323364,0.2043469101190567,0.8209285187914517,0.251584377302874,0.9335298452468681,0.855858511422255,0.9911569638909359,0.830427413411938,89,109,0
flip__0062,notflip__0032,flip,notflip,0062,0032,0,0.12193956971168518,0.056820448487997055,0.3361256718635559,0.05376957356929779,0.17137150466442108,0.9946941783345615,0.782756079587325,0.8277081798084008,0.576271186440678,0.8574797347089167,0.8304642593957259,109,89,0
flip__0048,flip__0065,flip,flip,0048,0065,0,0.11082600802183151,0.04069213569164276,0.31718236207962036,0.05636874586343765,0.1794532686471939,0.9599115696389093,0.5403095062638172,0.8048636698599853,0.7050847457627119,0.9077376565954312,0.8306853352984526,81,103,0
flip__0008,flip__0047,flip,flip,0008,0047,0,0.07887188345193863,0.05057151988148689,0.3461422324180603,0.06307189166545868,0.19933602213859558,0.6922623434045689,0.7024318349299926,0.8405305821665439,0.9015475313190863,0.9857037582903464,0.8307369196757555,104,110,0
notflip__0031,notflip__0045,notflip,notflip,0031,0045,0,0.0955619215965271,0.05297352001070976,0.3289274573326111,0.05680575221776962,0.18556903302669525,0.8508474576271187,0.7373618275607958,0.8175386882829772,0.722476050110538,0.9385408990420044,0.8307516580692705,81,116,0
flip__0040,notflip__0007,flip,notflip,0040,0007,0,0.08465471118688583,0.10320021957159042,0.15442144870758057,0.07470741122961044,0.18301689624786377,0.7492999263080324,0.9834929992630803,0.5156963890935888,0.9938098747236551,0.926750184229919,0.8309432571849669,113,97,0
flip__0001,flip__0041,flip,flip,0001,0041,0,0.07340027391910553,0.061184804886579514,0.610610842704773,0.06727086007595062,0.17181243002414703,0.6420044215180545,0.8290346352247605,0.9924834193072956,0.9593220338983051,0.8601326455416359,0.8312748710390566,90,113,0
flip__0045,flip__0058,flip,flip,0045,0058,0,0.11235284060239792,0.04103223606944084,0.4193214774131775,0.05556316301226616,0.17242971062660217,0.967870302137067,0.5470891672807664,0.9124539425202652,0.6661753868828297,0.8651436993367723,0.8314591009579955,107,108,0
flip__0058,notflip__0032,flip,notflip,0058,0032,0,0.12768501043319702,0.04862906038761139,0.46827948093414307,0.05099939927458763,0.1869436651468277,0.9995578481945468,0.6761974944731024,0.9425202652910832,0.4312453942520265,0.94620486366986,0.8316654384672071,109,90,0
flip__0002,flip__0045,flip,flip,0002,0045,0,0.07585795968770981,0.06813772022724152,0.4830586910247803,0.06508208066225052,0.17117959260940552,0.6663227708179809,0.8871039056742815,0.9512159174649963,0.933235077376566,0.856005895357406,0.8319380987472366,109,108,0
flip__0006,notflip__0026,flip,notflip,0006,0026,0,0.09127393364906311,0.10412657260894775,0.18917840719223022,0.06719867140054703,0.1677611768245697,0.8168017686072219,0.9846720707442889,0.593367722918202,0.9585851142225498,0.8313927781871776,0.8320781134856301,91,114,0
flip__0010,flip__0035,flip,flip,0010,0035,0,0.08689090609550476,0.0831899419426918,0.3871726393699646,0.05708694830536842,0.17877373099327087,0.7722918201915991,0.9503316138540899,0.8862196020633751,0.7342667649226234,0.9037582903463522,0.8324465733235078,97,112,0
flip__0002,notflip__0028,flip,notflip,0002,0028,0,0.08559775352478027,0.07856425642967224,0.5487877428531647,0.05677914619445801,0.17512710392475128,0.7579955784819454,0.9369196757553426,0.9793662490788504,0.7210022107590273,0.8812085482682388,0.8324981577008106,110,102,0
flip__0009,notflip__0039,flip,notflip,0009,0039,0,0.08206862211227417,0.029371313750743866,0.4527240991592407,0.06880985200405121,0.22302626073360443,0.726750184229919,0.3059690493736183,0.9338246131171702,0.969933677229182,0.9995578481945468,0.832571849668386,88,79,0
notflip__0010,notflip__0038,notflip,notflip,0010,0038,0,0.08234473317861557,0.05199373885989189,0.2471371293067932,0.07622359693050385,0.18720301985740662,0.7302873986735445,0.7245394252026529,0.6994841562269712,0.9966101694915255,0.9473839351510686,0.8326308032424465,112,102,0
flip__0003,notflip__0037,flip,notflip,0003,0037,0,0.08681660145521164,0.056527625769376755,0.5317539870738983,0.058394137769937515,0.17591555416584015,0.7711127487103906,0.7792188651436993,0.9733235077376566,0.7803979366249079,0.8866617538688283,0.8329992630803242,115,89,0
flip__0057,notflip__0030,flip,notflip,0057,0030,0,0.11152216047048569,0.0338800810277462,0.571428120136261,0.05453716591000557,0.18507623672485352,0.9635961680176861,0.3963154016212233,0.9842299189388357,0.6140014738393516,0.9357406042741341,0.8330803242446574,108,93,0
flip__0048,notflip__0047,flip,notflip,0048,0047,0,0.10452356189489365,0.07959914952516556,0.2800697684288025,0.05699574202299118,0.16621017456054688,0.9198231392778187,0.9403095062638173,0.7500368459837877,0.7292557111274871,0.8190125276344878,0.8330876934414149,82,114,0
notflip__0039,notflip__0055,notflip,notflip,0039,0055,0,0.09488582611083984,0.05174180865287781,0.32416582107543945,0.05654735118150711,0.1939205378293991,0.8467207074428887,0.7187914517317613,0.8117907148120855,0.7121591746499631,0.9731761238025055,0.8333898305084747,80,114,0
flip__0006,flip__0044,flip,flip,0006,0044,0,0.08078029006719589,0.11746414750814438,0.26131612062454224,0.06931145489215851,0.17291732132434845,0.7130434782608696,0.9938098747236551,0.722476050110538,0.9737656595431098,0.8680913780397936,0.8334414148857774,92,107,0
flip__0044,flip__0060,flip,flip,0044,0060,0,0.1041877493262291,0.06367860734462738,0.3744118809700012,0.05936693027615547,0.15525470674037933,0.9170228445099484,0.8520265291083272,0.872955047899779,0.8113485630066323,0.7201179071481209,0.8335519528371408,108,103,0
flip__0009,flip__0041,flip,flip,0009,0041,0,0.0671788901090622,0.08283569663763046,0.4656871557235718,0.07699879258871078,0.17438530921936035,0.5958732498157701,0.9492999263080324,0.9411938098747237,0.9973470891672808,0.877523949889462,0.8337214443625645,89,114,0
flip__0060,notflip__0040,flip,notflip,0060,0040,0,0.11719033867120743,0.038005080074071884,0.45850735902786255,0.05376957729458809,0.18389874696731567,0.9879145173176124,0.4885777450257922,0.9369196757553426,0.576418570375829,0.9308769344141489,0.8337730287398674,104,104,0
flip__0002,notflip__0040,flip,notflip,0002,0040,0,0.08047837018966675,0.05369458720088005,0.5650151371955872,0.05809774249792099,0.1965452879667282,0.7089167280766396,0.7488577745025792,0.9824613117170229,0.7705232129697863,0.9792188651436994,0.8338393515106853,111,105,0
flip__0034,flip__0049,flip,flip,0034,0049,0,0.10043952614068985,0.017776617780327797,0.604529619216919,0.06051451712846756,0.18820416927337646,0.888135593220339,0.116138540899042,0.9911569638909359,0.8452468680913781,0.9523949889462049,0.8338761974944732,110,103,0
flip__0041,flip__0064,flip,flip,0041,0064,0,0.08662130683660507,0.07013553380966187,0.4613092541694641,0.06275270134210587,0.1610955446958542,0.767722918201916,0.9005158437730287,0.9385408990420044,0.896683861459101,0.7736182756079587,0.8338909358879882,115,97,0
flip__0039,flip__0063,flip,flip,0039,0063,0,0.12510855495929718,0.04290705919265747,0.5341489315032959,0.0538075715303421,0.17150120437145233,0.9985261606484893,0.5808400884303611,0.9743551952837141,0.5777450257921887,0.8582166543846721,0.8338983050847457,102,94,0
flip__0048,notflip__0048,flip,notflip,0048,0048,1,0.10762413591146469,0.08140183985233307,0.21678942441940308,0.05619775503873825,0.17564062774181366,0.941930729550479,0.9456153279292557,0.645246868091378,0.6956521739130435,0.884008843036109,0.8340604274134119,83,114,0
flip__0059,notflip__0033,flip,notflip,0059,0033,0,0.08928555250167847,0.043748270720243454,0.5778135359287262,0.06044231727719307,0.17386141419410706,0.7971997052321297,0.5961680176860722,0.9861459100957995,0.8434782608695652,0.8747236551215918,0.834075165806927,110,99,0
flip__0001,notflip__0036,flip,notflip,0001,0036,0,0.08966359496116638,0.027483895421028137,0.5497050285339355,0.06309469789266586,0.18979665637016296,0.8008843036109065,0.26868091378039793,0.9798084008843037,0.9019896831245394,0.9582903463522476,0.8340751658069271,91,109,0
flip__0038,notflip__0007,flip,notflip,0038,0007,0,0.08690100908279419,0.08832291513681412,0.1495489478111267,0.0716332346200943,0.1850036382675171,0.7725865880619013,0.9625644804716286,0.5012527634487841,0.9854089904200443,0.9351510685335298,0.8340899042004422,110,98,0
notflip__0036,notflip__0058,notflip,notflip,0036,0058,0,0.0958116427063942,0.03433254733681679,0.28848278522491455,0.06584588438272476,0.18534599244594574,0.8532056005895358,0.40501105379513636,0.7627118644067796,0.9448784082535003,0.9370670596904938,0.8341120117907149,110,104,0
notflip__0031,notflip__0057,notflip,notflip,0031,0057,0,0.10265671461820602,0.04559403657913208,0.3889518976211548,0.0560571551322937,0.18086419999599457,0.9059690493736183,0.6281503316138541,0.8875460574797347,0.6876934414148858,0.9155490051584377,0.8341635961680177,82,114,0
flip__0008,notflip__0031,flip,notflip,0008,0031,0,0.08409634977579117,0.0305788516998291,0.4498823285102844,0.0658002719283104,0.21226786077022552,0.7445836403831982,0.3286661753868828,0.9326455416359617,0.9442888725128961,0.9967575534266765,0.8341857037582903,105,83,0
flip__0052,notflip__0032,flip,notflip,0052,0032,0,0.12470204383134842,0.05809498950839043,0.5246146321296692,0.051257792860269547,0.175459086894989,0.9982313927781872,0.7973470891672808,0.9705232129697863,0.44421518054532055,0.8825350036845984,0.8342593957258658,106,91,0
notflip__0030,notflip__0055,notflip,notflip,0030,0055,0,0.10638954490423203,0.04436124488711357,0.20293211936950684,0.060814715921878815,0.18198463320732117,0.9327929255711127,0.6073691967575534,0.6179808400884303,0.8530582166543846,0.9218865143699336,0.834355195283714,94,115,0
flip__0047,flip__0065,flip,flip,0047,0065,0,0.09831526130437851,0.04479153826832771,0.2807549238204956,0.059309929609298706,0.18762320280075073,0.8701547531319086,0.6145910095799558,0.7507737656595431,0.8091378039793663,0.9501842299189388,0.8344952100221076,111,104,0
flip__0044,flip__0049,flip,flip,0044,0049,0,0.1041540801525116,0.054190073162317276,0.5729586780071259,0.05462076514959335,0.1704222410917282,0.9165806927044952,0.754900515843773,0.984966838614591,0.6191599115696389,0.8501105379513633,0.834568901989683,109,104,0
flip__0057,notflip__0035,flip,notflip,0057,0035,0,0.105209119617939,0.05841356888413429,0.6421118974685669,0.05257638171315193,0.17794378101825714,0.9239498894620486,0.8011790714812086,0.9964627855563744,0.5162859248341931,0.8985998526160649,0.8346794399410464,109,100,0
flip__0063,notflip__0040,flip,notflip,0063,0040,0,0.11875747889280319,0.03683170676231384,0.6555129289627075,0.05205198749899864,0.19453781843185425,0.9905674281503316,0.46529108327192337,0.9980840088430362,0.48931466470154755,0.9747973470891673,0.8349742078113487,95,106,0
flip__0044,notflip__0041,flip,notflip,0044,0041,0,0.10383480042219162,0.04443221911787987,0.4196973443031311,0.060955315828323364,0.1603226363658905,0.9149594694178335,0.608400884303611,0.9126013264554164,0.856005895357406,0.7663964627855564,0.835018422991894,110,106,0
flip__0004,notflip__0038,flip,notflip,0004,0038,0,0.09692307561635971,0.028423527255654335,0.5063240826129913,0.058253537863492966,0.2082529366016388,0.8614591009579956,0.28843036109064113,0.9610906411201179,0.7759764185703758,0.9936624907885041,0.8350552689756817,107,103,0
flip__0063,notflip__0007,flip,notflip,0063,0007,0,0.07934274524450302,0.0766967236995697,0.40713781118392944,0.07525840401649475,0.16352319717407227,0.6975681650700074,0.9294030950626382,0.9019896831245394,0.9949889462048637,0.7948415622697126,0.8352173913043479,96,99,0
flip__0008,flip__0037,flip,flip,0008,0037,0,0.08689513802528381,0.043109651654958725,0.33794528245925903,0.06299969553947449,0.1906369924545288,0.7724392041267502,0.5842299189388357,0.8297715549005158,0.9008106116433309,0.9618275607958733,0.8352394988946205,106,110,0
flip__0052,notflip__0031,flip,notflip,0052,0031,0,0.1079765185713768,0.024264253675937653,0.590400904417038,0.05653214827179909,0.19055917859077454,0.9435519528371408,0.21429624170965364,0.989240972733972,0.7111274871039057,0.9615327929255711,0.8354900515843774,107,84,0
flip__0015,flip__0054,flip,flip,0015,0054,0,0.08146136999130249,0.09080740809440613,0.3535289168357849,0.05869053304195404,0.18858285248279572,0.7190862196020634,0.9671333824613118,0.8480471628592483,0.7895357406042741,0.9541635961680177,0.8360943257184966,107,114,0
flip__0006,flip__0034,flip,flip,0006,0034,0,0.07706573605537415,0.07387920469045639,0.3255853056907654,0.07149643450975418,0.1761334091424942,0.6781134856300663,0.9186440677966101,0.8137067059690494,0.984966838614591,0.8878408253500368,0.8363080324244657,93,111,0
flip__0038,notflip__0058,flip,notflip,0038,0058,0,0.10456696152687073,0.049292486160993576,0.16905248165130615,0.061141517013311386,0.18731197714805603,0.9204126750184229,0.6847457627118644,0.5491525423728814,0.8613117170228445,0.948415622697126,0.836337509211496,111,105,0
flip__0065,notflip__0036,flip,notflip,0065,0036,0,0.0961369201540947,0.03284833952784538,0.3491256833076477,0.06295409798622131,0.1865079402923584,0.8552689756816507,0.3727339719970523,0.8436256448047162,0.8996315401621223,0.944141488577745,0.8363596168017686,105,111,0
flip__0049,notflip__0028,flip,notflip,0049,0028,0,0.12227604538202286,0.05338621512055397,0.617957592010498,0.04984040558338165,0.18999376893043518,0.9954310980103169,0.7436993367722918,0.9938098747236551,0.3767133382461312,0.9590272660280029,0.8371702284450996,105,103,0
notflip__0010,notflip__0028,notflip,notflip,0010,0028,0,0.08960773795843124,0.07686222344636917,0.18881189823150635,0.07211202383041382,0.17342565953731537,0.8,0.9305821665438467,0.5924834193072955,0.9876197494473102,0.8717759764185704,0.8373986735445837,113,104,0
flip__0050,notflip__0032,flip,notflip,0050,0032,0,0.12396473437547684,0.05239960178732872,0.5497477650642395,0.050828393548727036,0.1850917935371399,0.9974944731024319,0.7294030950626381,0.9799557848194547,0.42210759027266026,0.9358879882092852,0.8375755342667649,111,92,0
flip__0008,notflip__0040,flip,notflip,0008,0040,0,0.09011012315750122,0.03923122212290764,0.440001904964447,0.05923772603273392,0.19536259770393372,0.8060427413411938,0.514075165806927,0.9266028002947678,0.8061901252763449,0.9768607221812823,0.8376639646278554,107,107,0
notflip__0030,notflip__0051,notflip,notflip,0030,0051,0,0.11087306588888168,0.03538244590163231,0.32542884349823,0.057584743946790695,0.185511976480484,0.9600589535740605,0.4266764922623434,0.8132645541635962,0.7534266764922624,0.9379513633014002,0.8378481945467944,95,111,0
flip__0001,notflip__0026,flip,notflip,0001,0026,0,0.10057122260332108,0.05516289547085762,0.47923117876052856,0.05802933871746063,0.1634194552898407,0.8899042004421518,0.7652173913043478,0.9490051584377303,0.7672807663964628,0.7942520265291083,0.8378629329403094,92,115,0
notflip__0038,notflip__0051,notflip,notflip,0038,0051,0,0.11201589554548264,0.0333595871925354,0.3998528718948364,0.055677156895399094,0.19065254926681519,0.9662490788504053,0.38585114222549743,0.8968312453942521,0.6720707442888725,0.9621223286661754,0.8379292557111275,104,112,0
flip__0010,flip__0046,flip,flip,0010,0046,0,0.087030328810215,0.0866398885846138,0.4214540719985962,0.05804833769798279,0.17414669692516327,0.774207811348563,0.9594694178334562,0.9136330140014738,0.7684598378776714,0.8760501105379513,0.8379587324981577,98,112,0
flip__0050,notflip__0033,flip,notflip,0050,0033,0,0.08589275926351547,0.057495057582855225,0.6712155640125275,0.05936693027615547,0.17386659979820251,0.7612380250552689,0.7911569638909359,0.9989683124539426,0.8114959469417834,0.8748710390567428,0.838349299926308,112,100,0
flip__0055,notflip__0031,flip,notflip,0055,0031,0,0.10322433710098267,0.02951129712164402,0.5345074534416199,0.057121146470308304,0.19142025709152222,0.909801031687546,0.30906411201179074,0.9746499631540162,0.7363301400147384,0.9641857037582904,0.8383566691230656,114,85,0
flip__0008,notflip__0035,flip,notflip,0008,0035,0,0.08051064610481262,0.06179032847285271,0.45661890506744385,0.06329989433288574,0.17515821754932404,0.7095062638172439,0.8350773765659543,0.9360353721444362,0.9070007369196758,0.8813559322033898,0.8385040530582167,108,101,0
notflip__0011,notflip__0032,notflip,notflip,0011,0032,0,0.09564294666051865,0.08603563159704208,0.1765766143798828,0.06592567265033722,0.17082685232162476,0.8514369933677229,0.9575534266764922,0.5662490788504053,0.9456153279292557,0.8532056005895358,0.8385482682387619,116,93,0
notflip__0007,notflip__0036,notflip,notflip,0007,0036,0,0.07814570516347885,0.0941997691988945,0.2060471773147583,0.07437680661678314,0.1938479244709015,0.6862196020633751,0.9725865880619012,0.6247605011053795,0.9932203389830508,0.9727339719970524,0.8386661753868827,100,112,0
flip__0048,flip__0053,flip,flip,0048,0053,0,0.11049076914787292,0.06318801641464233,0.44148123264312744,0.05295637249946594,0.17534495890140533,0.9578481945467944,0.847310243183493,0.9271923360353721,0.535445836403832,0.8820928518791452,0.8387767133382461,84,114,0
flip__0044,flip__0056,flip,flip,0044,0056,0,0.10256627202033997,0.051747482270002365,0.4755185842514038,0.05771394073963165,0.16505862772464752,0.905379513633014,0.7193809874723656,0.9469417833456153,0.756963890935888,0.8076639646278556,0.8389019896831246,111,103,0
flip__0015,flip__0051,flip,flip,0015,0051,0,0.07891499251127243,0.07265108823776245,0.3283936381340027,0.062475308775901794,0.1893920749425888,0.69240972733972,0.9133382461311716,0.8168017686072219,0.8912306558585115,0.9566691230655858,0.8389904200442153,108,106,0
flip__0039,notflip__0058,flip,notflip,0039,0058,0,0.11557931452989578,0.047059688717126846,0.20522171258926392,0.05925673246383667,0.17752361297607422,0.9834929992630803,0.6499631540162122,0.6225497420781135,0.8073691967575535,0.8963890935887988,0.8389977892409728,103,106,0
flip__0039,flip__0065,flip,flip,0039,0065,0,0.11590457707643509,0.04790616035461426,0.25272518396377563,0.056881748139858246,0.17917314171791077,0.9845246868091379,0.6635224760501105,0.7065585851142225,0.724834193072955,0.9058216654384672,0.8391156963890936,104,106,0
flip__0004,notflip__0035,flip,notflip,0004,0035,0,0.08946722000837326,0.06246845796704292,0.5104105174541473,0.05658154934644699,0.1805010735988617,0.7983787767133382,0.8417096536477524,0.9635961680176861,0.7134856300663228,0.9137803979366249,0.8393662490788505,108,102,0
flip__0047,notflip__0051,flip,notflip,0047,0051,0,0.1029212698340416,0.04762132093310356,0.3126446604728699,0.056429553776979446,0.19022199511528015,0.9072955047899779,0.6595431098010317,0.7997052321296979,0.7068533529845247,0.9599115696389093,0.8394473102431834,112,113,0
flip__0010,flip__0044,flip,flip,0010,0044,0,0.07687574625015259,0.10246510058641434,0.46551424264907837,0.06461089104413986,0.17014732956886292,0.6761974944731024,0.9830508474576272,0.9408990420044215,0.9264554163596168,0.8476050110537952,0.8394915254237288,99,112,0
flip__0065,notflip__0035,flip,notflip,0065,0035,0,0.0999540314078331,0.06762886792421341,0.37106966972351074,0.05762274190783501,0.16653697192668915,0.8823876197494473,0.884008843036109,0.8689756816507,0.7540162122328666,0.821518054532056,0.8396462785556374,107,103,0
flip__0034,flip__0057,flip,flip,0034,0057,0,0.09809145331382751,0.01750107668340206,0.5913909673690796,0.06490728259086609,0.18486875295639038,0.8679439941046426,0.11245394252026529,0.9893883566691231,0.9301400147383935,0.9344141488577745,0.8396683861459101,112,110,0
flip__0005,notflip__0037,flip,notflip,0005,0037,0,0.08657009154558182,0.046874333173036575,0.4797651767730713,0.06163930892944336,0.18026766180992126,0.7668386145910095,0.6464259395725865,0.9494473102431835,0.8719233603537214,0.9131908621960206,0.8397936624907885,111,90,0
notflip__0039,notflip__0042,notflip,notflip,0039,0042,0,0.08852293342351913,0.08015535026788712,0.4138237237930298,0.05644095316529274,0.18226994574069977,0.7902726602800295,0.941783345615328,0.9080324244657333,0.7075902726602801,0.9233603537214443,0.8398231392778187,81,114,0
notflip__0039,notflip__0058,notflip,notflip,0039,0058,0,0.09443807601928711,0.04319991543889046,0.329461932182312,0.060077521950006485,0.18959955871105194,0.843036109064112,0.5859985261606485,0.8181282240235814,0.8315401621223286,0.9575534266764922,0.8399263080324244,82,107,0
flip__0048,notflip__0043,flip,notflip,0048,0043,0,0.1064613088965416,0.0680653527379036,0.2830207943916321,0.059017330408096313,0.1633571982383728,0.9335298452468681,0.8865143699336773,0.754900515843773,0.8,0.7932203389830509,0.8402505526897568,85,115,0
flip__0042,flip__0052,flip,flip,0042,0052,0,0.09317947179079056,0.05327431485056877,0.4733009934425354,0.06178370490670204,0.16431166231632233,0.8308032424465733,0.7413411938098747,0.9453205600589536,0.8747236551215918,0.8013264554163596,0.8404495210022107,110,108,0
flip__0048,flip__0062,flip,flip,0048,0062,0,0.11250030994415283,0.045879434794187546,0.3358299136161804,0.05520596355199814,0.1838468760251999,0.9686072218128224,0.6327192336035372,0.8272660280029477,0.649521002210759,0.9305821665438467,0.8404937361827561,86,110,0
flip__0005,flip__0039,flip,flip,0005,0039,0,0.09610355645418167,0.0386529378592968,0.36803847551345825,0.06153671070933342,0.18174602091312408,0.8551215917464996,0.501105379513633,0.8657332350773765,0.8701547531319086,0.9199705232129698,0.8405305821665439,112,105,0
flip__0004,notflip__0031,flip,notflip,0004,0031,0,0.0930529311299324,0.018933886662125587,0.5005989968776703,0.06431828439235687,0.2296140491962433,0.8299189388356669,0.13338246131171702,0.9584377302873986,0.922623434045689,0.999852616064849,0.8405674281503317,109,86,0
flip__0065,notflip__0033,flip,notflip,0065,0033,0,0.0821932852268219,0.06901577860116959,0.440086305141449,0.06650327146053314,0.16561885178089142,0.7286661753868828,0.8929992630803243,0.926750184229919,0.9525423728813559,0.8129697862932941,0.8406632277081797,108,101,0
flip__0048,notflip__0058,flip,notflip,0048,0058,0,0.11050073057413101,0.04463375732302666,0.2596174478530884,0.058918531984090805,0.17809420824050903,0.9581429624170965,0.6116433308769345,0.7196757553426677,0.7969049373618275,0.8997789240972734,0.8408843036109064,87,108,0
flip__0006,flip__0048,flip,flip,0006,0048,0,0.09505537897348404,0.02953437902033329,0.3212370276451111,0.06817905604839325,0.19162774085998535,0.8476050110537952,0.30950626381724394,0.8091378039793663,0.9658069270449521,0.9655121591746499,0.8411422254974208,94,88,0
notflip__0039,notflip__0047,notflip,notflip,0039,0047,0,0.08846089243888855,0.08315617591142654,0.3548063039779663,0.05820794031023979,0.17943771183490753,0.7893883566691231,0.9501842299189388,0.8498157700810611,0.7747973470891673,0.90759027266028,0.8411643330876934,83,115,0
flip__0065,notflip__0039,flip,notflip,0065,0039,0,0.09476333111524582,0.03992486000061035,0.39751797914505005,0.058561332523822784,0.19435107707977295,0.8458364038319823,0.5270449521002211,0.8940309506263817,0.7855563743551953,0.9745025792188652,0.8412969786293294,109,84,0
notflip__0031,notflip__0047,notflip,notflip,0031,0047,0,0.09723729640245438,0.05256281793117523,0.35607802867889404,0.057117342948913574,0.18524743616580963,0.8638172439204127,0.7317612380250552,0.851584377302874,0.7361827560795873,0.9366249078850405,0.841451731761238,87,116,0
